input,init_output,learned_output
1.2312312,1.0630401,1.0630267
1.2462462,1.0726979,1.0726827
1.2612613,1.0836499,1.0836326
1.2762764,1.0960358,1.0960164
1.2912914,1.1099981,1.109976
1.3063064,1.1256765,1.1256518
1.3213214,1.1432037,1.1431763
1.3363364,1.1626989,1.1626685
1.3513514,1.1842593,1.1842256
1.3663664,1.2079525,1.2079155
1.3813814,1.2338068,1.2337668
1.3963964,1.2618037,1.2617604
1.4114114,1.2918681,1.2918218
1.4264264,1.3238642,1.3238152
1.4414415,1.3575923,1.3575408
1.4564565,1.3927884,1.3927351
1.4714715,1.4291323,1.4290775
1.4864866,1.4662554,1.4661998
1.5015016,1.5037552,1.5036992
1.5165166,1.5412128,1.5411571
1.5315316,1.5782113,1.5781567
1.5465466,1.6143538,1.6143008
1.5615616,1.6492803,1.6492292
1.5765766,1.6826808,1.6826322
1.5915916,1.7143046,1.7142588
1.6066066,1.7439642,1.7439215
1.6216216,1.7715367,1.7714971
1.6366367,1.796959,1.7969228
1.6516517,1.8202219,1.8201889
1.6666667,1.8413627,1.8413329
1.6816818,1.8604556,1.8604288
1.6966968,1.8776032,1.8775791
1.7117118,1.8929273,1.892906
1.7267268,1.906563,1.9065442
1.7417418,1.9186509,1.9186342
1.7567568,1.9293329,1.9293183
1.7717718,1.9387482,1.9387356
1.7867868,1.9470308,1.9470196
1.8018018,1.954307,1.9542974
1.8168168,1.9606944,1.9606863
1.8318319,1.9663024,1.9662955
1.8468469,1.9712305,1.9712245
1.861862,1.9755696,1.9755646
1.876877,1.9794024,1.9793984
1.891892,1.982804,1.9828006
1.906907,1.9858422,1.9858396
1.921922,1.9885794,1.9885774
1.936937,1.9910722,1.9910707
1.951952,1.9933729,1.9933722
1.966967,1.9955306,1.9955305
1.981982,1.9975919,1.9975922
1.996997,1.9996006,1.9996017
2.012012,2.001601,2.0016026
2.0270271,2.003636,2.0036383
2.042042,2.0057495,2.0057526
2.0570571,2.0079875,2.007991
2.072072,2.0103972,2.010402
2.0870872,2.01303,2.0130355
2.102102,2.0159407,2.0159476
2.1171172,2.0191891,2.019197
2.1321323,2.022841,2.02285
2.1471472,2.026968,2.0269787
2.1621623,2.03165,2.0316625
2.1771772,2.0369744,2.036989
2.1921923,2.0430377,2.0430546
2.2072072,2.0499446,2.049964
2.2222223,2.0578103,2.057832
2.2372372,2.0667567,2.0667818
2.2522523,2.0769157,2.0769444
2.2672672,2.0884242,2.0884564
2.2822824,2.1014237,2.1014602
2.2972972,2.1160557,2.1160967
2.3123124,2.1324584,2.1325045
2.3273275,2.15076,2.150811
2.3423424,2.1710708,2.1711276
2.3573575,2.193478,2.1935408
2.3723724,2.2180347,2.218103
2.3873875,2.2447517,2.2448256
2.4024024,2.2735875,2.273667
2.4174175,2.3044448,2.3045297
2.4324324,2.337161,2.3372505
2.4474475,2.3715115,2.371605
2.4624624,2.407208,2.4073045
2.4774776,2.4439101,2.4440088
2.4924924,2.4812331,2.4813328
2.5075076,2.5187669,2.518867
2.5225227,2.5560906,2.5561893
2.5375376,2.5927923,2.5928888
2.5525527,2.6284893,2.6285825
2.5675676,2.662839,2.6629286
2.5825827,2.6955557,2.6956403
2.5975976,2.7264123,2.726492
2.6126127,2.7552485,2.7553225
2.6276276,2.7819653,2.7820334
2.6426427,2.8065221,2.8065844
2.6576576,2.8289292,2.8289857
2.6726727,2.8492403,2.8492913
2.6876876,2.8675416,2.867587
2.7027028,2.8839443,2.883985
2.717718,2.8985765,2.8986127
2.7327328,2.9115758,2.9116077
2.747748,2.9230845,2.9231124
2.7627628,2.9332433,2.9332676
2.777778,2.94219,2.942211
2.7927928,2.9500551,2.9500732
2.807808,2.9569623,2.9569776
2.8228228,2.9630253,2.9630384
2.837838,2.96835,2.968361
2.8528528,2.9730318,2.9730408
2.867868,2.977159,2.9771662
2.882883,2.9808106,2.9808161
2.897898,2.984059,2.984063
2.912913,2.9869702,2.9869723
2.927928,2.9896028,2.9896035
2.942943,2.9920127,2.9920118
2.957958,2.9942505,2.9942482
2.972973,2.996364,2.9963603
2.987988,2.998399,2.9983935
3.0030031,3.0003994,3.000392
3.018018,3.0024085,3.002399
3.0330331,3.0044694,3.004458
3.048048,3.006627,3.0066133
3.0630631,3.0089278,3.0089111
3.0780783,3.0114205,3.011401
3.0930932,3.0141575,3.0141346
3.1081083,3.0171962,3.017169
3.1231232,3.0205975,3.020566
3.1381383,3.0244305,3.0243938
3.1531532,3.0287695,3.0287275
3.1681683,3.0336976,3.033649
3.1831832,3.0393057,3.0392494
3.1981983,3.0456932,3.0456285
3.2132132,3.0529692,3.0528953
3.2282283,3.0612519,3.0611675
3.2432432,3.0706673,3.0705707
3.2582583,3.0813491,3.0812397
3.2732735,3.0934372,3.0933132
3.2882884,3.1070726,3.1069329
3.3033035,3.1223972,3.12224
3.3183184,3.1395445,3.1393688
3.3333335,3.1586375,3.1584425
3.3483484,3.1797783,3.1795628
3.3633635,3.2030416,3.202805
3.3783784,3.2284632,3.2282057
3.3933935,3.256036,3.2557578
3.4084084,3.2856956,3.2853973
3.4234235,3.3173196,3.3170028
3.4384384,3.3507197,3.3503869
3.4534535,3.3856466,3.3853002
3.4684687,3.4217892,3.4214327
3.4834836,3.4587872,3.4584243
3.4984987,3.4962454,3.49588
3.5135136,3.5337448,3.5333812
3.5285287,3.570868,3.5705101
3.5435436,3.6072116,3.606863
3.5585587,3.6424084,3.6420724
3.5735736,3.6761358,3.6758156
3.5885887,3.708132,3.7078297
3.6036036,3.7381964,3.7379136
3.6186187,3.7661932,3.7659311
3.6336336,3.7920475,3.7918065
3.6486487,3.8157408,3.8155208
3.6636639,3.8373015,3.8371017
3.6786788,3.8567965,3.8566163
3.6936939,3.8743238,3.8741624
3.7087088,3.8900023,3.889858
3.723724,3.9039643,3.9038363
3.7387388,3.9163504,3.916237
3.753754,3.9273021,3.9272025
3.7687688,3.93696,3.936872
3.783784,3.945459,3.9453814
3.7987988,3.9529266,3.952859
3.813814,3.9594827,3.9594233
3.8288288,3.9652383,3.9651864
3.843844,3.9702947,3.9702492
3.858859,3.9747448,3.9747047
3.873874,3.9786727,3.9786375
3.888889,3.9821548,3.9821236
3.903904,3.9852605,3.9852328
3.918919,3.9880533,3.9880285
3.933934,3.9905903,3.9905682
3.948949,3.9929256,3.9929054
3.963964,3.9951084,3.9950893
3.978979,3.9971852,3.9971673
3.993994,3.9992008,3.9991837
4.009009,4.0011992,4.0011826
4.024024,4.003224,4.003207
4.039039,4.005318,4.005301
4.0540543,4.007528,4.0075097
4.0690694,4.009899,4.0098796
4.084084,4.012483,4.012462
4.099099,4.0153337,4.015311
4.1141143,4.0185094,4.018484
4.1291294,4.0220747,4.022047
4.144144,4.0261006,4.0260687
4.159159,4.0306654,4.030629
4.1741743,4.035854,4.035813
4.1891894,4.0417614,4.0417147
4.204204,4.0484905,4.048438
4.219219,4.0561543,4.0560946
4.2342343,4.0648746,4.0648065
4.2492495,4.0747805,4.074703
4.2642646,4.086008,4.0859203
4.279279,4.0986977,4.098599
4.2942944,4.1129923,4.112881
4.3093095,4.12903,4.1289062
4.3243246,4.146942,4.146804
4.3393393,4.166843,4.16669
4.3543544,4.1888256,4.1886573
4.3693695,4.2129507,4.212766
4.3843846,4.239237,4.239037
4.3993993,4.2676544,4.267439
4.4144144,4.2981186,4.2978888
4.4294295,4.330479,4.3302364
4.4444447,4.364524,4.3642697
4.45946,4.399977,4.399714
4.4744744,4.4365067,4.436237
4.4894896,4.473738,4.473465
4.5045047,4.511264,4.5109897
4.51952,4.548663,4.5483913
4.5345345,4.5855203,4.5852537
4.5495496,4.621447,4.6211886
4.5645647,4.6560917,4.6558437
4.57958,4.689155,4.68892
4.5945945,4.720398,4.7201767
4.6096096,4.7496486,4.749442
4.6246247,4.7767944,4.7766037
4.63964,4.801784,4.801609
4.654655,4.8246183,4.824459
4.6696696,4.845342,4.8451977
4.6846848,4.864037,4.8639073
4.6997,4.88081,4.8806934
4.714715,4.8957853,4.8956814
4.7297297,4.9090996,4.9090075
4.744745,4.9208956,4.9208136
4.75976,4.931313,4.9312406
4.774775,4.9404917,4.940428
4.7897897,4.9485626,4.9485064
4.804805,4.9556518,4.955602
4.81982,4.961875,4.961831
4.834835,4.9673395,4.9673004
4.84985,4.9721427,4.972108
4.864865,4.976374,4.9763427
4.87988,4.980115,4.9800863
4.894895,4.9834385,4.9834123
4.90991,4.986412,4.9863877
4.924925,4.9890957,4.989073
4.93994,4.991546,4.9915237
4.954955,4.9938145,4.9937925
4.96997,4.9959493,4.995927
4.984985,4.9979963,4.9979734
5.0,5.0,4.9999757
5.015015,5.0020037,5.001978
5.0300303,5.0040507,5.0040226
5.0450454,5.0061855,5.006155
5.06006,5.0084543,5.00842
5.075075,5.0109043,5.0108657
5.0900903,5.013588,5.0135446
5.1051054,5.0165615,5.016512
5.12012,5.019885,5.019829
5.135135,5.023626,5.0235615
5.1501503,5.027858,5.0277834
5.1651654,5.0326605,5.032576
5.18018,5.038125,5.0380282
5.195195,5.0443482,5.044237
5.2102103,5.0514374,5.051311
5.2252254,5.059509,5.059365
5.2402406,5.0686874,5.0685234
5.255255,5.079105,5.0789185
5.2702703,5.0909004,5.0906897
5.2852855,5.104215,5.103977
5.3003006,5.1191907,5.1189237
5.3153152,5.135963,5.135664
5.3303304,5.154658,5.154326
5.3453455,5.1753826,5.1750154
5.3603606,5.198217,5.1978135
5.3753753,5.2232056,5.2227654
5.3903904,5.2503514,5.249875
5.4054055,5.279602,5.279091
5.4204206,5.310846,5.3103027
5.435436,5.3439093,5.343337
5.4504504,5.378553,5.377956
5.4654655,5.4144797,5.413864
5.4804807,5.4513383,5.45071
5.495496,5.488737,5.488103
5.5105104,5.5262613,5.5256286
5.5255256,5.5634933,5.5628686
5.5405407,5.6000237,5.5994143
5.555556,5.635477,5.6348886
5.5705705,5.669521,5.6689587
5.5855856,5.7018814,5.7013497
5.6006007,5.7323456,5.7318473
5.615616,5.760764,5.7603006
5.630631,5.7870502,5.786624
5.6456456,5.8111744,5.810784
5.6606607,5.833157,5.8328023
5.675676,5.8530583,5.852738
5.690691,5.8709702,5.8706827
5.7057056,5.8870077,5.88675
5.720721,5.9013023,5.9010735
5.735736,5.9139924,5.913789
5.750751,5.92522,5.92504
5.765766,5.9351254,5.934966
5.780781,5.9438453,5.9437046
5.795796,5.9515095,5.951385
5.810811,5.9582386,5.958129
5.825826,5.964146,5.964049
5.840841,5.9693346,5.969248
5.855856,5.973899,5.973821
5.870871,5.9779253,5.9778547
5.885886,5.9814906,5.9814262
5.900901,5.9846663,5.9846067
5.915916,5.987517,5.987461
5.930931,5.990101,5.9900475
5.945946,5.9924726,5.99242
5.9609613,5.994682,5.99463
5.975976,5.996776,5.996723
5.990991,5.9988008,5.9987454
6.0060062,6.000799,6.000741
6.0210214,6.0028152,6.002752
6.036036,6.0048914,6.0048227
6.051051,6.0070744,6.006998
6.0660663,6.0094094,6.009324
6.0810814,6.0119467,6.0118504
6.096096,6.0147395,6.0146303
6.111111,6.017845,6.017721
6.1261263,6.0213275,6.0211854
6.1411414,6.025255,6.025093
6.1561565,6.029705,6.02952
6.171171,6.034762,6.0345497
6.1861863,6.0405173,6.040274
6.2012014,6.047074,6.046796
6.2162166,6.0545416,6.054224
6.231231,6.06304,6.0626783
6.2462463,6.0726976,6.0722866
6.2612615,6.0836496,6.0831833
6.2762766,6.096036,6.0955086
6.291291,6.1099977,6.109404
6.3063064,6.1256766,6.1250105
6.3213215,6.1432037,6.142461
6.3363366,6.162699,6.161875
6.3513517,6.18426,6.1833506
6.3663664,6.2079525,6.206956
6.3813815,6.233807,6.2327237
6.3963966,6.2618046,6.2606354
6.411412,6.291869,6.290619
6.4264264,6.323864,6.32254
6.4414415,6.3575926,6.3562026
6.4564567,6.392789,6.391346
6.471472,6.429133,6.4276505
6.4864864,6.466255,6.4647493
6.5015016,6.503755,6.502242
6.5165167,6.541213,6.53971
6.531532,6.578212,6.5767355
6.546547,6.6143546,6.6129208
6.5615616,6.6492805,6.647902
6.5765767,6.682681,6.68137
6.591592,6.714305,6.71307
6.606607,6.743965,6.7428126
6.6216216,6.771537,6.7704706
6.6366367,6.796959,6.7959814
6.651652,6.820222,6.8193316
6.666667,6.841363,6.840558
6.6816816,6.8604555,6.8597326
6.6966968,6.877603,6.876958
6.711712,6.892927,6.892355
6.726727,6.9065633,6.9060574
6.741742,6.918651,6.918207
6.756757,6.9293327,6.9289455
6.771772,6.9387484,6.9384127
6.786787,6.947031,6.9467416
6.801802,6.954307,6.95406
6.816817,6.9606943,6.9604855
6.831832,6.9663024,6.9661283
6.846847,6.9712305,6.9710884
6.861862,6.9755697,6.975457
6.876877,6.9794025,6.9793167
6.891892,6.982804,6.982744
6.906907,6.985842,6.9858074
6.921922,6.9885793,6.9885683
6.9369373,6.9910717,6.991085
6.951952,6.993373,6.99341
6.966967,6.99553,6.995593
6.981982,6.9975915,6.997681
6.9969974,6.9996004,6.9997187
7.012012,7.001601,7.0017505
7.027027,7.003636,7.0038195
7.0420423,7.0057497,7.0059714
7.0570574,7.0079875,7.0082526
7.072072,7.010397,7.0107107
7.087087,7.01303,7.013399
7.1021023,7.0159407,7.0163717
7.1171174,7.019189,7.0196915
7.1321325,7.0228405,7.023424
7.147147,7.026968,7.0276437
7.1621623,7.03165,7.03243
7.1771774,7.036975,7.037874
7.1921926,7.0430374,7.044072
7.207207,7.049945,7.0511312
7.2222223,7.0578103,7.0591674
7.2372375,7.066757,7.0683055
7.2522526,7.0769157,7.078677
7.267267,7.0884237,7.0904207
7.2822824,7.1014237,7.1036787
7.2972975,7.1160555,7.1185913
7.3123126,7.1324587,7.135296
7.3273277,7.15076,7.153919
7.3423424,7.171071,7.174567
7.3573575,7.1934786,7.197323
7.3723726,7.2180347,7.222232
7.3873878,7.244752,7.249299
7.4024024,7.2735877,7.2784724
7.4174175,7.304445,7.3096457
7.4324327,7.337161,7.3426456
7.447448,7.371512,7.3772364
7.4624624,7.407208,7.4131207
7.4774776,7.44391,7.449951
7.4924927,7.4812336,7.487338
7.5075073,7.5187664,7.5248647
7.5225224,7.55609,7.5621142
7.5375376,7.592792,7.5986786
7.552552,7.628488,7.6341767
7.5675673,7.6628385,7.6682787
7.5825825,7.6955557,7.7007065
7.5975976,7.726413,7.731243
7.6126122,7.755248,7.7597384
7.6276274,7.781965,7.786104
7.6426425,7.8065214,7.810309
7.6576576,7.828929,7.8323693
7.6726723,7.84924,7.8523445
7.6876874,7.8675413,7.870328
7.7027025,7.8839436,7.8864317
7.7177176,7.8985767,7.9007874
7.732733,7.9115763,7.9135323
7.7477474,7.9230843,7.9248085
7.7627625,7.9332433,7.9347587
7.7777777,7.9421897,7.943517
7.792793,7.950055,7.951215
7.8078074,7.956962,7.9579725
7.8228226,7.963025,7.9639034
7.8378377,7.9683495,7.969111
7.852853,7.973032,7.97369
7.8678675,7.977159,7.9777265
7.8828826,7.980811,7.9812984
7.8978977,7.9840593,7.9844775
7.912913,7.98697,7.9873266
7.927928,7.989603,7.9899054
7.9429426,7.992012,7.9922667
7.9579577,7.9942503,7.994462
7.972973,7.996364,7.996537
7.987988,7.998399,7.998537
8.003003,8.0004,8.000506
8.018018,8.002409,8.002485
8.033032,8.004469,8.004519
8.048048,8.006627,8.006651
8.063063,8.008928,8.008925
8.078078,8.011421,8.011393
8.093093,8.014157,8.014103
8.108108,8.017196,8.017114
8.123123,8.020597,8.020487
8.138138,8.02443,8.024288
8.153153,8.0287695,8.028595
8.168168,8.033697,8.033486
8.183183,8.039306,8.039054
8.198198,8.045693,8.045397
8.213213,8.052969,8.052624
8.228228,8.061251,8.060852
8.243243,8.070667,8.070208
8.258258,8.081348,8.080822
8.273273,8.093437,8.092838
8.288288,8.107073,8.106394
8.303303,8.122396,8.121632
8.318318,8.1395445,8.138688
8.333333,8.158637,8.157684
8.348349,8.179779,8.178724
8.363363,8.203041,8.201883
8.378378,8.228462,8.2272005
8.3933935,8.256036,8.254671
8.408408,8.285695,8.284233
8.423423,8.317318,8.315764
8.438438,8.350719,8.349086
8.453453,8.385645,8.383945
8.468469,8.421789,8.420038
8.483483,8.458787,8.457004
8.498498,8.4962435,8.494448
8.513514,8.533745,8.531956
8.528528,8.570867,8.569105
8.543544,8.607212,8.605497
8.558558,8.642408,8.640755
8.573573,8.676135,8.67456
8.588589,8.708132,8.706644
8.603603,8.738195,8.736805
8.618618,8.7661915,8.764902
8.633634,8.7920475,8.790861
8.648648,8.815741,8.814657
8.663664,8.837301,8.83632
8.6786785,8.856796,8.855912
8.693693,8.874323,8.873531
8.708709,8.890001,8.889297
8.723723,8.903964,8.9033375
8.738739,8.91635,8.915798
8.753754,8.927302,8.926816
8.768768,8.93696,8.936534
8.783784,8.945458,8.9450865
8.798799,8.952927,8.952602
8.813813,8.959482,8.959202
8.828829,8.965239,8.964995
8.843843,8.970295,8.970085
8.858859,8.974745,8.974566
8.873874,8.978672,8.978521
8.888888,8.982155,8.982027
8.903904,8.98526,8.985153
8.918919,8.988053,8.987966
8.933934,8.990591,8.9905205
8.948949,8.992926,8.992872
8.9639635,8.995108,8.9950695
8.978979,8.997185,8.99716
8.993994,8.999201,8.999189
9.009008,9.0012,9.001201
9.024024,9.003224,9.003239
9.039039,9.005319,9.005346
9.054054,9.007528,9.00757
9.069069,9.009899,9.009956
9.084084,9.012484,9.012556
9.099099,9.015334,9.015425
9.114114,9.018509,9.01862
9.129129,9.022075,9.022207
9.144144,9.026101,9.0262575
9.159159,9.030664,9.0308485
9.174174,9.035854,9.036068
9.189189,9.041761,9.042009
9.204204,9.048491,9.048777
9.219219,9.056154,9.056484
9.234234,9.064875,9.065251
9.249249,9.07478,9.075211
9.264264,9.086008,9.086496
9.279279,9.098698,9.099251
9.294294,9.112992,9.113616
9.309309,9.129029,9.129729
9.324325,9.146942,9.147722
9.339339,9.166843,9.167708
9.354354,9.188825,9.189778
9.3693695,9.212951,9.213994
9.384384,9.239236,9.240369
9.399399,9.267653,9.268873
9.414414,9.298119,9.29942
9.429429,9.330479,9.331855
9.444445,9.364524,9.365965
9.459459,9.399976,9.401469
9.474474,9.436506,9.438036
9.48949,9.473739,9.475288
9.504504,9.511263,9.512815
9.51952,9.548663,9.550202
9.534534,9.58552,9.5870285
9.549549,9.621446,9.622908
9.564565,9.656092,9.657494
9.579579,9.689154,9.690485
9.594594,9.720397,9.721648
9.60961,9.749649,9.750814
9.624624,9.7767935,9.77787
9.63964,9.8017845,9.802771
9.6546545,9.824617,9.825516
9.669669,9.845341,9.846153
9.684685,9.8640375,9.864767
9.699699,9.88081,9.881462
9.714715,9.895785,9.896366
9.72973,9.9091,9.909615
9.744744,9.920895,9.921349
9.75976,9.931313,9.931712
9.774775,9.940491,9.940842
9.789789,9.948563,9.948869
9.804805,9.955652,9.955919
9.819819,9.961875,9.962108
9.834835,9.9673395,9.967543
9.84985,9.972143,9.972319
9.864864,9.976374,9.976526
9.87988,9.980115,9.980247
9.894895,9.9834385,9.983552
9.90991,9.986412,9.986509
9.924925,9.989096,9.98918
9.9399395,9.991546,9.991617
9.954955,9.993814,9.9938755
9.96997,9.995949,9.996
9.984984,9.997996,9.998039
10.0,10.0,10.000036
10.015015,10.002004,10.002033
10.03003,10.004051,10.004075
10.045045,10.006186,10.006205
10.06006,10.008454,10.008469
10.075075,10.010904,10.010914
10.09009,10.013588,10.013594
10.105105,10.0165615,10.016562
10.12012,10.019885,10.019882
10.135135,10.023626,10.023619
10.15015,10.027857,10.027845
10.165165,10.0326605,10.032644
10.18018,10.038124,10.038104
10.195195,10.044348,10.044323
10.21021,10.051437,10.051406
10.225225,10.059509,10.059471
10.24024,10.068687,10.068644
10.255255,10.079104,10.079054
10.27027,10.0909,10.090842
10.285285,10.104215,10.104149
10.300301,10.11919,10.119116
10.315315,10.1359625,10.135879
10.33033,10.154657,10.154563
10.3453455,10.175383,10.175278
10.36036,10.198216,10.198101
10.375375,10.223205,10.223079
10.39039,10.250351,10.250215
10.405405,10.279601,10.279453
10.420421,10.310846,10.310689
10.435435,10.343908,10.343743
10.45045,10.3785515,10.37838
10.465466,10.41448,10.414302
10.48048,10.451337,10.451156
10.495496,10.488737,10.488554
10.51051,10.526261,10.526079
10.525525,10.563492,10.563312
10.540541,10.600024,10.599848
10.555555,10.635476,10.635306
10.57057,10.669519,10.669357
10.585586,10.701881,10.701728
10.6006,10.732345,10.732201
10.615616,10.760764,10.76063
10.6306305,10.787049,10.786926
10.645645,10.811173,10.811061
10.660661,10.833157,10.8330555
10.675675,10.853058,10.852966
10.690691,10.87097,10.870888
10.705706,10.887008,10.886934
10.72072,10.901302,10.901237
10.735736,10.913992,10.913935
10.750751,10.92522,10.925169
10.765765,10.935125,10.93508
10.780781,10.943846,10.943806
10.795795,10.951509,10.951475
10.810811,10.958239,10.958209
10.825826,10.964146,10.96412
10.84084,10.969335,10.969313
10.855856,10.973899,10.973879
10.870871,10.977925,10.977908
10.885886,10.981491,10.981476
10.900901,10.984667,10.984653
10.9159155,10.987516,10.987506
10.930931,10.990101,10.990091
10.945946,10.992472,10.992464
10.96096,10.994681,10.994675
10.975976,10.996776,10.996771
10.990991,10.9988,10.998796
11.006006,11.000799,11.000795
11.021021,11.002815,11.002813
11.036036,11.004892,11.00489
11.051051,11.007074,11.007072
11.066066,11.009409,11.009409
11.081081,11.011948,11.011948
11.096096,11.01474,11.014741
11.111111,11.017845,11.017847
11.126126,11.021328,11.02133
11.141141,11.025255,11.025259
11.156157,11.029705,11.02971
11.171171,11.034762,11.034767
11.186186,11.040517,11.040524
11.201201,11.047073,11.047081
11.216216,11.054542,11.05455
11.231231,11.06304,11.063049
11.246246,11.072699,11.07271
11.261261,11.08365,11.083664
11.276277,11.096036,11.096052
11.291291,11.109999,11.110016
11.306306,11.125676,11.125696
11.3213215,11.143204,11.143227
11.336336,11.162699,11.162723
11.351352,11.184259,11.184287
11.366366,11.2079525,11.207982
11.381381,11.233807,11.233839
11.396397,11.261805,11.261839
11.411411,11.291868,11.291904
11.426426,11.323864,11.323903
11.441442,11.357592,11.357634
11.456456,11.392788,11.392831
11.471472,11.429133,11.429177
11.486486,11.466255,11.4663
11.501501,11.503754,11.503799
11.516517,11.541213,11.541258
11.531531,11.578211,11.578255
11.546547,11.614355,11.614398
11.561562,11.649281,11.649322
11.576576,11.68268,11.682718
11.591592,11.714305,11.714342
11.6066065,11.743963,11.743999
11.621621,11.771536,11.771568
11.636637,11.796959,11.796988
11.651651,11.820221,11.820248
11.666667,11.841363,11.841387
11.681682,11.8604555,11.860477
11.696696,11.877603,11.877623
11.711712,11.892927,11.892944
11.726727,11.906563,11.906578
11.741742,11.918652,11.918664
11.756757,11.929333,11.929344
11.771771,11.938747,11.938758
11.786787,11.947031,11.947039
11.801802,11.954307,11.954314
11.816816,11.960694,11.9607
11.831832,11.966303,11.966308
11.846847,11.9712305,11.971234
11.861862,11.97557,11.975574
11.876877,11.979403,11.979404
11.8918915,11.982803,11.982805
11.906907,11.985843,11.985844
11.921922,11.988579,11.98858
11.936937,11.991072,11.991072
11.951952,11.993373,11.993372
11.966967,11.995531,11.995529
11.981982,11.997591,11.997589
11.996997,11.9996,11.999597
12.012012,12.0016,12.001596
12.027027,12.003635,12.00363
12.042042,12.00575,12.005742
12.057057,12.007988,12.007978
12.072072,12.010397,12.010386
12.087087,12.01303,12.013018
12.102102,12.015941,12.015926
12.117117,12.019189,12.019173
12.132133,12.0228405,12.022821
12.147147,12.026968,12.026945
12.162162,12.031651,12.031624
12.177177,12.036975,12.036944
12.192192,12.043037,12.043003
12.207207,12.049944,12.049905
12.222222,12.05781,12.057765
12.237237,12.066757,12.066706
12.252253,12.076916,12.076858
12.267267,12.088424,12.088358
12.282282,12.101423,12.101348
12.2972975,12.116056,12.1159725
12.312312,12.132458,12.132364
12.327328,12.150761,12.150656
12.342342,12.171071,12.170955
12.357357,12.193478,12.19335
12.372373,12.218035,12.2178955
12.387387,12.244751,12.244599
12.402402,12.273586,12.273424
12.417418,12.304444,12.304271
12.432432,12.33716,12.336977
12.447448,12.371511,12.371321
12.462462,12.4072075,12.40701
12.477477,12.443909,12.4437065
12.492493,12.481234,12.4810295
12.507507,12.518766,12.518562
12.522523,12.556091,12.555889
12.537538,12.5927925,12.592594
12.552552,12.628489,12.628297
12.567568,12.66284,12.662657
12.582582,12.695555,12.695381
12.597597,12.726412,12.726248
12.612613,12.755249,12.755096
12.627627,12.781965,12.781825
12.642643,12.806522,12.806395
12.657658,12.828929,12.828813
12.672672,12.849239,12.849134
12.687688,12.867542,12.867447
12.7027025,12.8839445,12.88386
12.717718,12.898577,12.898502
12.732733,12.911575,12.9115095
12.747747,12.923084,12.923025
12.762763,12.933243,12.933191
12.777778,12.94219,12.942144
12.792792,12.950055,12.950016
12.807808,12.956963,12.956928
12.822823,12.963025,12.962996
